study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB61818	ERP146900	SAMEA113430559	ERS15425674	ERX10846836	ERR11439529	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN302_GRG073_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3469330	210846479	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:099-23256	ena-RUN-TAB-15-05-2023-12:25:42:099-23257	121444183	37ba813fc1a7175e253d84c083feee9b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/029/ERR11439529/ERR11439529.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/029/ERR11439529/ERR11439529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/029/ERR11439529/ERR11439529.fastq.gz	188718312;5901384	3797a918638529c91917316404144afd;516bafa6356a513da5362aaca03b6e20	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439529/GLN302_GRG073_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439529/GLN302_GRG073_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439529/GLN302_GRG073_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439529/GLN302_GRG073_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439529/GLN302_GRG073_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439529/GLN302_GRG073_YC.bam.bai	BAM;BAI						GLN302		GLN302		2023-05-15
PRJEB61818	ERP146900	SAMEA113430560	ERS15425675	ERX10846837	ERR11439530	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN305_GRG053_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	1928387	104179496	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:099-23258	ena-RUN-TAB-15-05-2023-12:25:42:099-23259	57811219	47912dba30763f66e235f4031cf41da5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/030/ERR11439530/ERR11439530.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/030/ERR11439530/ERR11439530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/030/ERR11439530/ERR11439530.fastq.gz	94305020;5635496	06268bfaf4e52d13cc2c2c2ed687aa89;4c320b8ec82749b64b81b6d592bc2362	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439530/GLN305_GRG053_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439530/GLN305_GRG053_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439530/GLN305_GRG053_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439530/GLN305_GRG053_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439530/GLN305_GRG053_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439530/GLN305_GRG053_IM.bam.bai	BAM;BAI						GLN305		GLN305		2023-05-15
PRJEB61818	ERP146900	SAMEA113430560	ERS15425675	ERX10846839	ERR11439532	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN305_GRG053_TF	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	1850401	109376858	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:100-23262	ena-RUN-TAB-15-05-2023-12:25:42:100-23263	67343444	3dfd21fb7145242adb3e3370070e3787	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/032/ERR11439532/ERR11439532.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/032/ERR11439532/ERR11439532.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/032/ERR11439532/ERR11439532.fastq.gz	94168953;5663184	1210310d107d34ccf17c4cbd39ba7e5e;a42e4edc682967a640d8cecfee6267e7	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439532/GLN305_GRG053_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439532/GLN305_GRG053_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439532/GLN305_GRG053_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439532/GLN305_GRG053_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439532/GLN305_GRG053_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439532/GLN305_GRG053_TF.bam.bai	BAM;BAI						GLN305		GLN305		2023-05-15
PRJEB61818	ERP146900	SAMEA113430562	ERS15425677	ERX10846843	ERR11439536	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN307_GRG075_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3875203	237863307	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:101-23270	ena-RUN-TAB-15-05-2023-12:25:42:101-23271	101840223	abbf2188c29f5d66b665b8616f779fb8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/036/ERR11439536/ERR11439536.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/036/ERR11439536/ERR11439536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/036/ERR11439536/ERR11439536.fastq.gz	144390755;5680584	5c3b3df35b150f6cd93e3cdea0d2740f;446f296d83f1781c4850d4c5a3eb6ebf	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439536/GLN307_GRG075_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439536/GLN307_GRG075_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439536/GLN307_GRG075_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439536/GLN307_GRG075_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439536/GLN307_GRG075_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439536/GLN307_GRG075_IM.bam.bai	BAM;BAI						GLN307		GLN307		2023-05-15
PRJEB61818	ERP146900	SAMEA113430562	ERS15425677	ERX10846845	ERR11439538	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN307_GRG075_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3401495	215039385	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:101-23274	ena-RUN-TAB-15-05-2023-12:25:42:101-23275	121153475	3ac074ce8f1aa7e8488f5af1db5b20e7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/038/ERR11439538/ERR11439538.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/038/ERR11439538/ERR11439538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/038/ERR11439538/ERR11439538.fastq.gz	169073769;5835496	48ce0d4bc990a5b33729c0dd46066042;2d22419001662cd2615f0597b692784e	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439538/GLN307_GRG075_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439538/GLN307_GRG075_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439538/GLN307_GRG075_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439538/GLN307_GRG075_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439538/GLN307_GRG075_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439538/GLN307_GRG075_TF.bam.bai	BAM;BAI						GLN307		GLN307		2023-05-15
PRJEB61818	ERP146900	SAMEA113430563	ERS15425678	ERX10846849	ERR11439542	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN308_GRG054_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5892051	394335524	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:102-23282	ena-RUN-TAB-15-05-2023-12:25:42:102-23283	213918152	14780711fd03a225e48094cffb59d501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/042/ERR11439542/ERR11439542.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/042/ERR11439542/ERR11439542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/042/ERR11439542/ERR11439542.fastq.gz	314378234;6026832	4bc939187ae46899024ec0e6f9c8e532;1dd0d1a1f66da8291d1e118dfc8284c3	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439542/GLN308_GRG054_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439542/GLN308_GRG054_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439542/GLN308_GRG054_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439542/GLN308_GRG054_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439542/GLN308_GRG054_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439542/GLN308_GRG054_YC.bam.bai	BAM;BAI						GLN308		GLN308		2023-05-15
PRJEB61818	ERP146900	SAMEA113430564	ERS15425679	ERX10846850	ERR11439543	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN309_GRG055_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	16511912	984938071	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:103-23284	ena-RUN-TAB-15-05-2023-12:25:42:103-23285	480260816	f00401851fe848018d20a0e531c82f90	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/043/ERR11439543/ERR11439543.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/043/ERR11439543/ERR11439543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/043/ERR11439543/ERR11439543.fastq.gz	752826326;6081488	f97f753fdb8787fa8dcc45860e8b1425;ad06a36060b345ec21ad7962f4f39375	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439543/GLN309_GRG055_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439543/GLN309_GRG055_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439543/GLN309_GRG055_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439543/GLN309_GRG055_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439543/GLN309_GRG055_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439543/GLN309_GRG055_IM.bam.bai	BAM;BAI						GLN309		GLN309		2023-05-15
PRJEB61818	ERP146900	SAMEA113430564	ERS15425679	ERX10846852	ERR11439545	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN309_GRG055_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	7026327	429297358	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:103-23288	ena-RUN-TAB-15-05-2023-12:25:42:103-23289	257375722	ee0cb5114d7ce7fbcb8882726494187d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/045/ERR11439545/ERR11439545.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/045/ERR11439545/ERR11439545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/045/ERR11439545/ERR11439545.fastq.gz	356684940;6070744	c5f043262721a535e29964c804695922;b1974091613e8742f264f85b5b784513	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439545/GLN309_GRG055_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439545/GLN309_GRG055_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439545/GLN309_GRG055_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439545/GLN309_GRG055_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439545/GLN309_GRG055_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439545/GLN309_GRG055_TF.bam.bai	BAM;BAI						GLN309		GLN309		2023-05-15
PRJEB61818	ERP146900	SAMEA113430565	ERS15425680	ERX10846856	ERR11439549	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN310B_GRG076_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3543926	226249692	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:104-23296	ena-RUN-TAB-15-05-2023-12:25:42:104-23297	133591600	3814ffab090224d978f1befc865eb606	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/049/ERR11439549/ERR11439549.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/049/ERR11439549/ERR11439549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/049/ERR11439549/ERR11439549.fastq.gz	184138895;5912944	240b8820864600aee87cc96e9ebf6eda;1b448b8dfb3b86e01343931674034436	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439549/GLN310B_GRG076_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439549/GLN310B_GRG076_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439549/GLN310B_GRG076_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439549/GLN310B_GRG076_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439549/GLN310B_GRG076_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439549/GLN310B_GRG076_TF.bam.bai	BAM;BAI						GLN310B		GLN310B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430566	ERS15425681	ERX10846859	ERR11439552	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN311_GRG109_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	171808	8670021	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:105-23302	ena-RUN-TAB-15-05-2023-12:25:42:105-23303	5797720	e9c04e84a16ef886403080beb9659783	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/052/ERR11439552/ERR11439552.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/052/ERR11439552/ERR11439552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/052/ERR11439552/ERR11439552.fastq.gz	8758713;3994408	49a16e36bb707b5b610f57d4bc0b9b09;16d264f60b7e3c8ab4cfc2c2e5251757	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439552/GLN311_GRG109_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439552/GLN311_GRG109_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439552/GLN311_GRG109_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439552/GLN311_GRG109_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439552/GLN311_GRG109_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439552/GLN311_GRG109_TF.bam.bai	BAM;BAI						GLN311		GLN311		2023-05-15
PRJEB61818	ERP146900	SAMEA113430568	ERS15425683	ERX10846862	ERR11439555	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN313_GRG056_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	1313523	73473221	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:105-23308	ena-RUN-TAB-15-05-2023-12:25:42:106-23309	42420972	713041fc2ce122fd00cd25b155004684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/055/ERR11439555/ERR11439555.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/055/ERR11439555/ERR11439555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/055/ERR11439555/ERR11439555.fastq.gz	66663194;5416800	c3a471ae33800e2a9c5f6e364d9875d9;856930a620f141f96ee5edffeab84d8b	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439555/GLN313_GRG056_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439555/GLN313_GRG056_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439555/GLN313_GRG056_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439555/GLN313_GRG056_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439555/GLN313_GRG056_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439555/GLN313_GRG056_IM.bam.bai	BAM;BAI						GLN313		GLN313		2023-05-15
PRJEB61818	ERP146900	SAMEA113430570	ERS15425685	ERX10846865	ERR11439558	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN315_GRG077_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	10491665	609480520	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:106-23314	ena-RUN-TAB-15-05-2023-12:25:42:106-23315	277682446	ade7c01e7c8b1697d2e000c33d99021c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/058/ERR11439558/ERR11439558.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/058/ERR11439558/ERR11439558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/058/ERR11439558/ERR11439558.fastq.gz	410121676;5932672	b115aa399b2055e72ed0c6ae94239adc;1dcfc750e60d1f44ebf2a85d45ed1bfa	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439558/GLN315_GRG077_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439558/GLN315_GRG077_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439558/GLN315_GRG077_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439558/GLN315_GRG077_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439558/GLN315_GRG077_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439558/GLN315_GRG077_IM.bam.bai	BAM;BAI						GLN315		GLN315		2023-05-15
PRJEB61818	ERP146900	SAMEA113430570	ERS15425685	ERX10846867	ERR11439560	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN315_GRG077_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3882052	231888639	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:107-23318	ena-RUN-TAB-15-05-2023-12:25:42:107-23319	139350953	35353bf972bca2555b4fda09c2338e80	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/060/ERR11439560/ERR11439560.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/060/ERR11439560/ERR11439560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/060/ERR11439560/ERR11439560.fastq.gz	196686473;5902576	a8057d6d9e5b13b453fe2566144a64e0;8a3fb25e4be54713e9de82766476a8f3	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439560/GLN315_GRG077_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439560/GLN315_GRG077_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439560/GLN315_GRG077_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439560/GLN315_GRG077_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439560/GLN315_GRG077_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439560/GLN315_GRG077_TF.bam.bai	BAM;BAI						GLN315		GLN315		2023-05-15
PRJEB61818	ERP146900	SAMEA113430571	ERS15425686	ERX10846869	ERR11439562	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN317_GRG057_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3295600	218708172	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:107-23322	ena-RUN-TAB-15-05-2023-12:25:42:107-23323	121566982	b09b1cb175ee37c36fcaf10ee35d814e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/062/ERR11439562/ERR11439562.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/062/ERR11439562/ERR11439562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/062/ERR11439562/ERR11439562.fastq.gz	167307124;5857840	239aba7a091fd8d9ac7d57890a5ad22d;9ff5d590cb8edefb7e6aa92c29ad1ede	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439562/GLN317_GRG057_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439562/GLN317_GRG057_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439562/GLN317_GRG057_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439562/GLN317_GRG057_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439562/GLN317_GRG057_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439562/GLN317_GRG057_YC.bam.bai	BAM;BAI						GLN317		GLN317		2023-05-15
PRJEB61818	ERP146900	SAMEA113430583	ERS15425698	ERX10846870	ERR11439563	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN318_GRG098_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	31807	1834923	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:107-23324	ena-RUN-TAB-15-05-2023-12:25:42:108-23325	1194286	7e148c4c4e104427a58053d1ef88fe35	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/063/ERR11439563/ERR11439563.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/063/ERR11439563/ERR11439563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/063/ERR11439563/ERR11439563.fastq.gz	1806622;2190008	49dc04735dcac6e75d5f71f5883a6a82;e02dfbf2f9dc1d7ab8619212269269d7	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439563/GLN318_GRG098_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439563/GLN318_GRG098_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439563/GLN318_GRG098_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439563/GLN318_GRG098_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439563/GLN318_GRG098_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439563/GLN318_GRG098_TF.bam.bai	BAM;BAI						GLN318		GLN318		2023-05-15
